ROUND,OPP,VENUE,TF,CF,PF,DGF,TA,CA,PA,DGA
1,BULLS,CPT,5,3,2,0,4,2,0,0
2,JAGUARES,CPT,4,2,2,0,3,2,2,0
3,KINGS,PLZ,6,4,1,0,1,1,1,0
5,SUNWOLVES,SIN,6,4,2,0,4,4,1,0
6,CHEETAHS,CPT,8,5,1,0,1,1,1,0
7,CHIEFS,CPT,4,4,2,0,3,1,2,0
8,LIONS,CPT,1,1,3,0,4,3,1,0
9,CRUSADERS,CHC,3,3,1,0,8,7,1,0
10,HIGHLANDERS,DUN,2,2,0,0,9,6,0,0
11,HURRICANES,WLG,1,1,5,0,7,3,0,0
13,BLUES,CPT,3,3,3,0,3,2,1,0
14,SHARKS,DUR,1,1,1,0,3,2,1,0
15,CHEETAHS,BFN,6,5,0,0,4,4,2,0
16,SUNWOLVES,CPT,8,6,0,0,2,1,1,0
17,BULLS,PRE,6,4,1,0,5,4,0,0
